train,test
0.7273653566229985,0.6748726655348047
0.7761644832605531,0.6723259762308998
0.8108806404657933,0.6754385964912281
0.8368267831149927,0.6720430107526881
0.8567321688500728,0.6751556310130165
0.8733988355167395,0.6731748726655348
0.8866812227074236,0.6762874929258631
0.8981077147016011,0.6765704584040747
0.9073871906841339,0.6748726655348047
0.9140465793304221,0.6748726655348047
0.9210334788937409,0.6777023203169213
0.926783114992722,0.6825127334465195
